#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,UnionRewindInclude
101,Her Town Too (with J.D. Souther),"James Taylor,JD Souther",47,97,"folk rock, soft rock, singer-songwriter, country rock, album rock","Rock, Folk/Acoustic",Dad Loves His Work,1981-00-00,4:34,71,40,18,0,56,0,10,-15,D Major,4,3/11/2025,3ukAkL7aLVrDf7x2XiUkNZ,Columbia,10B,USSM18100451,1
102,Lazarus Drug,Meg Washington,42,122,jazz blues,Blues,Batflowers,8/28/2020,5:32,30,28,72,0,7,0,0,-11,G Major,4,3/11/2025,7xgKOjKT07LnUgvtbPK3nZ,Universal Music Australia Pty. Ltd.,9B,AUUM72000474,1
103,Unpunishable,Ethel Cain,50,110,,,Inbred,4/23/2021,4:21,41,41,0,2,9,0,10,-8,C Major,4,3/11/2025,0rbI98OPbfPnStDniKa9fe,Daughters of Cain Records,8B,GBKPL2148119,1
104,Constant Repeat,Charli xcx,54,126,"hyperpop, art pop",Pop,CRASH,3/18/2022,3:09,83,68,11,0,49,0,20,-6,C Minor,4,3/11/2025,0U9ltIN4q3aBKGZDZq5cAW,Atlantic Records,5A,GBAHS2200039,1
105,This Bar,Morgan Wallen,70,110,country,Country,Dangerous: The Double Album,1/8/2021,3:05,55,88,9,0,25,0,0,-5,D Major,4,3/11/2025,075qcpR3BnxD5CWUIx1HTr,Big Loud / Republic,10B,QZ22S1800099,1
106,Andromeda,Weyes Blood,66,131,"art pop, baroque pop, chamber pop",Pop,Titanic Rising,4/5/2019,4:40,47,46,37,0,19,0,30,-8,C♯/D♭ Minor,4,3/11/2025,51EMSRpNm9Rg5rGViVCczv,Sub Pop Records,12A,USSUB1923202,1
107,More Than You'd Ever Wanna Know,DJ Planet Express,38,125,lo-fi house,Electronic,More Than You'd Ever Wanna Know (Sped Up + Slowed Mixes),2018-00-00,4:42,76,97,50,10,49,10,50,-7,E Major,4,3/11/2025,59dRhZRn2B4RBgQ7vz1gzj,No Content,12B,QZDA61813953,1
108,Jimmy Cooks (feat. 21 Savage),"Drake,21 Savage",80,166,"rap, hip hop, ",Hip Hop,"Honestly, Nevermind",6/17/2022,3:38,53,67,0,0,37,10,0,-5,C Major,4,3/11/2025,3F5CgOj3wFlRv51JsHbxhe,OVO,8B,USUG12204897,1
109,Certainty,Big Thief,55,77,,,Dragon New Warm Mountain I Believe In You,2/11/2022,3:07,61,51,2,1,40,0,20,-9,A Major,4,3/11/2025,3i7XRi2UyvGTdJawJRkVhd,4AD,11B,GBAFL2100188,1
110,Calm Down - Remix,"Netto,Roaz,Hadart,Cool 7rack",38,126,"electro house, brazilian bass, ",Electronic,Calm Down (Remix),1/13/2023,2:51,83,87,1,0,70,0,30,-7,G#/A♭ Minor,4,3/11/2025,7k6L5aDBfuCL4PGPXQt8Gz,"Hadart, Netto & Roaz",1A,BKAVO2200018,1
111,Sun to Me,Zach Bryan,80,99,"country, red dirt",Country,American Heartbreak,5/20/2022,2:43,51,27,59,0,56,0,10,-9,A Minor,4,3/11/2025,1SjsVdSXpwm1kTdYEHoPIT,Warner Records,8A,USWB12201490,1
112,Four Out Of Five,Arctic Monkeys,60,130,"indie, garage rock",Rock,Tranquility Base Hotel & Casino,5/10/2018,5:12,60,86,6,0,68,0,0,-4,C Major,4,3/11/2025,5Z5nbOXhsSbySVC7WUc6y9,Domino Recording Co,8B,GBCEL1800169,1
113,Boys Club,Ween,33,145,,,Shinola (Vol. 1),7/15/2005,3:06,76,78,9,3,98,0,10,-7,B Major,4,3/11/2025,2isU1JVaBdjfu688Z9EWNt,Chocodog Records,1B,USBA60500002,1
114,1979 - Remastered 2012,The Smashing Pumpkins,77,127,"alternative rock, rock",Rock,Mellon Collie And The Infinite Sadness (Deluxe Edition),1995-00-00,4:26,77,79,2,58,96,0,0,-10,D#/E♭ Major,4,3/11/2025,5QLHGv0DfpeXLNFo7SFEy1,Virgin Records,5B,USVI21200910,1
115,SPIT IN MY FACE!,ThxSoMch,78,94,,,SPIT IN MY FACE!,12/20/2022,2:27,73,79,5,2,65,0,10,-7,G#/A♭ Major,4,3/11/2025,1N8TTK1Uoy7UvQNUazfUt5,Elektra (NEK),4B,USAT22223103,1
116,Morning Ride,Fiji,39,147,"nz reggae, reggae","Jazz, R&B",Collection: 50th State of Mind,6/22/2018,3:43,81,45,15,0,93,10,10,-8,G Major,4,3/11/2025,6PE6uqN2lXPjiJdq8lB88v,Mensch House Records,9B,QMF891804420,1
117,Cúrame,Rauw Alejandro,73,102,"reggaeton, urbano latino, trap latino, latin",Latin,VICE VERSA,12/10/2021,2:44,77,63,58,0,26,0,10,-4,A Minor,4,3/11/2025,1FlL8ycld6uVDDyhV7P5FA,Sony Music Latin/Duars Entertainment,8A,USSD12100296,1
118,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Bizarrap,Rauw Alejandro",63,128,"argentine trap, trap latino, urbano latino, reggaeton, latin","Hip Hop, Latin","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",6/21/2023,3:11,77,57,30,0,49,0,30,-6,B Major,4,3/11/2025,2NFadq6pUeiVEihLvUlOSr,DALE PLAY Records,1B,UYB282301037,1
119,Song 2 - 2012 Remaster,Blur,79,130,"britpop, madchester, alternative rock","Rock, Pop",Blur (Special Edition),2/10/1997,2:01,67,79,0,1,92,0,0,-7,G#/A♭ Major,4,3/11/2025,1FTSo4v6BOZH9QxKc3MbVM,Parlophone UK,4B,GBAYE1200348,1
120,Waiting,Bailey Zimmerman,61,150,country,Country,Leave The Light On,10/14/2022,3:37,51,63,39,0,30,0,0,-7,F#/G♭ Major,4,3/11/2025,37wfiB5kDHZbY5SeYlk7KE,Warner Music Nashville/Elektra,2B,USWB12204432,1
121,The Notebooks,Yann Van Der Cruyssen,43,180,,,Stray (Original Soundtrack),7/19/2022,3:43,44,10,96,94,8,0,0,-24,E Minor,3,3/11/2025,2Ott81LnxNjDvsmgMu6KlX,Annapurna Interactive,9A,TCAGI2210747,1
122,On BS,"Drake,21 Savage",70,158,"rap, hip hop, ",Hip Hop,Her Loss,11/4/2022,4:21,84,37,2,0,36,60,10,-7,A Major,4,3/11/2025,34tz0eDhGuFErIuW3q4mPX,OVO / Republic Records,11B,USUG12208600,1
123,Last Night,Ricky Montgomery,46,138,,,Montgomery Ricky,4/8/2016,4:03,54,96,0,0,81,0,30,-4,E Major,4,3/11/2025,69dV0XDWwT1g7oLLE4lbJs,Warner Records,12B,USA2P1624699,1
124,Love Is A Long Road,Tom Petty,66,116,classic rock,Rock,Full Moon Fever,1/1/1989,4:07,64,62,3,0,50,0,0,-11,E Major,4,3/11/2025,4PJEK76V3A1S0XzZJuTWh7,Tom Petty P&D,12B,USMC18928464,1
125,Pool,"Still Woozy,Remi Wolf",53,100,"bedroom pop, ",Pop,Pool,3/17/2022,3:43,66,48,39,0,27,0,10,-11,C Major,4,3/11/2025,1ZP4Qxb7USL3EezbxfpOVF,"Still Woozy Productions Inc., under exclusive license to Interscope Records",8B,USUG12201528,1
126,I'd Have to Think About It,Leith Ross,54,101,,,I'd Have to Think About It,10/8/2021,2:30,51,21,83,0,51,0,10,-14,F Major,4,3/11/2025,3MkEVGXroAZV4BAtBV9yOf,Birthday Cake,7B,QMFME2134680,1
127,Tishomingo,Zach Bryan,66,133,"country, red dirt",Country,American Heartbreak,5/20/2022,3:08,56,58,31,0,48,0,10,-7,F#/G♭ Major,4,3/11/2025,1TsiwVwHhLgVK8sxBchINM,Warner Records,2B,USWB12201484,1
128,FYTB,Key Glock,43,148,memphis rap,Hip Hop,Son Of A Gun,5/22/2020,3:28,81,82,1,0,81,30,10,-6,F#/G♭ Minor,4,3/11/2025,4MAqezsKIVV7tT19vAORTC,Paper Route EMPIRE,11A,USUYG1314383,1
129,MONACO,Bad Bunny,78,139,"reggaeton, trap latino, latin, urbano latino",Latin,nadie sabe lo que va a pasar mañana,10/13/2023,4:27,79,62,15,0,13,0,50,-5,E Minor,4,3/11/2025,4MjDJD8cW7iVeWInc2Bdyj,Rimas Entertainment LLC,9A,QMFME2364182,1
130,Sweet Tooth,Scott Helman,51,95,folk pop,Pop,Hôtel de Ville,5/12/2017,3:21,70,90,0,0,47,10,10,-5,C♯/D♭ Major,4,3/11/2025,2qROUDWN1RCJoyiVSr6ifm,Warner Music Canada,3B,CAW111700031,1
131,Heartache On The Dance Floor,Jon Pardi,74,116,"country, acoustic country",Country,California Sunrise,5/13/2016,3:25,60,83,6,0,62,0,0,-4,A Major,4,3/11/2025,0w3Q14i073jLoew1hgJkwD,Capitol Records Nashville,11B,USUM71601623,1
132,FYB,Poppy,35,105,,,FYB,9/23/2022,1:46,31,94,0,0,22,30,30,-5,E Minor,3,3/11/2025,4qsinCdV0mxSrTHubbQywu,Lava / Republic Records,9A,USUM72217413,1
133,Oh U Went (feat. Drake),"Young Thug,Drake",65,136,"rap, melodic rap, trap, hip hop",Hip Hop,BUSINESS IS BUSINESS,6/23/2023,3:05,81,79,5,0,47,20,0,-6,G Minor,4,3/11/2025,7qLr3HMApUbyDkUvgIvHnB,300 Entertainment/Atl,6A,USAT22306750,1
134,Dylan Thomas,"Better Oblivion Community Center,Conor Oberst,Phoebe Bridgers",53,116,,,Better Oblivion Community Center,2/22/2019,3:36,59,81,0,0,52,0,0,-8,D Major,4,3/11/2025,1AEiKr56njftNDp67QCnHH,Dead Oceans,10B,USJ5G1918803,1
135,Hotel Room Service,Pitbull,73,126,,,Pitbull Starring In Rebelution,8/31/2009,3:57,85,63,1,0,79,10,0,-8,C♯/D♭ Major,4,3/11/2025,6Rb0ptOEjBjPPQUlQtQGbL,Mr.305/Polo Grounds Music/J Records,3B,USJAY0900063,1
136,(Oh) Pretty Woman - 2015 Remaster,Van Halen,56,128,"glam metal, classic rock, rock, hard rock","Rock, Metal",Diver Down (Remastered),4/14/1982,2:52,44,97,19,0,50,0,30,-2,C♯/D♭ Minor,4,3/11/2025,7ptv3yXdBWwzO7rVA62rwy,Rhino/Warner Records,12A,USWB11500521,1
137,New Jeans,NewJeans,76,134,k-pop,Pop,NewJeans 'Super Shy',7/7/2023,1:48,81,72,51,0,53,0,10,-6,E Minor,4,3/11/2025,6rdkCkjk6D12xRpdMXy0I2,ADOR,9A,USA2P2330067,1
138,Touch The Sky,"Kanye West,Lupe Fiasco",73,99,"rap, ",Hip Hop,Late Registration,8/30/2005,3:56,55,85,1,0,55,30,30,-5,A Major,1,3/11/2025,2dxjKgT0li4qBI3QwuN9Ih,Roc-A-Fella,11B,USUM70502527,1
139,Love You Anyway,Luke Combs,71,140,country,Country,Gettin' Old,3/24/2023,3:49,53,49,15,0,32,0,20,-7,E Major,4,3/11/2025,2kYevr8cbIAH2ha8210Bnz,River House Artists/Columbia Nashville,12B,US6XF2100158,1
140,7 Minutes,Dean Lewis,60,105,,,A Place We Knew,3/22/2019,3:31,61,74,53,0,71,0,10,-6,A#/B♭ Major,4,3/11/2025,6FYbr9QzRoZPh0Re8lDO9z,Universal Music Australia Pty. Ltd.,6B,AUUM71800254,1
141,Phase Misery,Adryiano,4,129,"lo-fi house, disco house, house",Electronic,Down South,5/11/2015,6:43,84,63,3,2,22,0,10,-10,G#/A♭ Major,4,3/11/2025,35shXTPKd7SAZf64Ir5bEy,Soul Notes,4B,NLCK41025783,1
142,Home (Music Box),Toby Fox,53,120,soundtrack,Easy listening,UNDERTALE Soundtrack,9/15/2015,2:02,61,11,87,0,51,10,10,-16,A Minor,4,3/11/2025,1DkjqnjgbbpT7cYL2D2ma4,Materia Collective,8A,USE831569611,1
143,Small Worlds,Mac Miller,74,78,,,Swimming,8/3/2018,4:31,52,55,81,0,52,20,10,-9,F Major,4,3/11/2025,4gT3mNJA8lnlkYFqGZ8IA2,Warner Records,7B,USWB11801087,1
144,sour haribos (Slowed + Reverb),venny,28,113,jersey club,Pop,sour haribos (Remixes),6/19/2023,2:32,68,51,16,92,11,0,10,-15,A#/B♭ Minor,4,3/11/2025,1XVgzB5JZ03Yln8Q232krf,The System,3A,QM3DF2242982,1
145,Mother Nature's Bitch,Okay Kaya,53,126,art pop,Pop,Watch This Liquid Pour Itself,1/24/2020,1:33,73,59,18,58,75,0,20,-10,F Minor,4,3/11/2025,3vy3ld7my2hDUTv4u7KIJR,Jagjaguwar,4A,US38Y1935209,1
146,greedy,Tate McRae,86,111,,,greedy,9/15/2023,2:11,75,73,26,0,82,0,10,-3,F#/G♭ Minor,1,3/11/2025,3rUGC1vUpkDG9CZFHMur1t,RCA Records Label,11A,USRC12301932,1
147,Waheguru Simran - Sleep Version,Bhai Rai Singh Ji,37,116,"bhajan, devotional",New age,Waheguru Simran (Sleep Version),8/4/2020,15:38,45,24,99,0,30,0,50,-11,E Major,4,3/11/2025,1qbYJkxy8Xyy0FkL8qmsFy,Devotional Darbar,12B,FRX872003166,1
148,Love You From a Distance,Ashley Kutcher,60,149,,,One Eighty,11/19/2021,3:24,33,54,56,0,63,0,10,-9,E Major,4,3/11/2025,4bpyaPa1xruVgE2GtsYbIW,Darkroom/Interscope Records,12B,QZ93L2051409,1
149,Steppa Pig,"JPEGMAFIA,Danny Brown",50,74,"experimental hip hop, alternative hip hop, experimental","Hip Hop, Rock",SCARING THE HOES,3/24/2023,3:27,69,95,23,0,77,30,10,0,F Minor,4,3/11/2025,0LLKhrm54tp36K2MbgBfAA,"2023 PEGGY under exclusive license to AWAL Recordings America, Inc.",4A,QM4TX2336584,1
150,Running with the Wolves,AURORA,13,164,"norwegian pop, art pop",Pop,All My Demons Greeting Me as a Friend (Deluxe),2014-00-00,3:14,54,53,25,0,46,0,20,-7,F Major,4,3/11/2025,6qMMJiCtrlHmxGyFUStff8,Glassnote Entertainment Group LLC,7B,GBUM71502420,1
151,Sex on Fire,Kings of Leon,82,153,modern rock,Rock,Only By The Night,9/23/2008,3:23,54,91,0,1,37,0,10,-6,A Major,4,3/11/2025,0ntQJM78wzOLVeCUAW7Y45,RCA/Legacy,11B,USRC10800300,1
152,My Kind of Woman,Mac DeMarco,81,92,indie,Rock,2,10/16/2012,3:10,50,77,0,49,46,0,10,-7,F#/G♭ Minor,4,3/11/2025,6jgkEbmQ2F2onEqsEhiliL,Captured Tracks,11A,QMMZN1200053,1
153,Stir Fry,Migos,72,182,trap,Hip Hop,Culture II,1/26/2018,3:10,82,82,0,0,51,20,10,-5,D Major,4,3/11/2025,2UVbBKQOdFAekPTRsnkzcf,"Quality Control Music, LLC",10B,USUM71714081,1
154,Hardwood Floors,Charles Wesley Godwin,61,135,"red dirt, country",Country,Seneca,2/15/2019,4:00,35,63,9,0,39,0,10,-8,D Major,4,3/11/2025,7ombTZVkZmszWGo4QX4nSo,Big Loud,10B,QM9AA1854863,1
155,Slow,Andy Grammer,25,84,,,Andy Grammer,6/14/2011,3:55,38,71,7,0,68,0,20,-6,G Major,4,3/11/2025,5AgDkpLuFgBTliJOeUM3QH,S-Curve Records,9B,USZXT1112418,1
156,Time,Angelo De Augustine,57,82,,,Tomb,1/11/2019,3:56,49,25,91,1,63,0,10,-13,D Major,4,3/11/2025,0FjTazWaBSHBVWm2PAGghQ,Asthmatic Kitty,10B,US64G1813807,1
157,Lake Missoula,Richy Mitch & The Coal Miners,68,138,,,RMCM,5/17/2017,1:46,45,25,91,23,25,0,10,-13,B Minor,1,3/11/2025,4x1dWc1GgAfC04GcTlllax,Richy Mitch & The Coal Miners,10A,SEYOK1731712,1
158,All I Ask,Adele,68,142,soft pop,Pop,25,11/20/2015,4:31,59,28,89,0,35,0,10,-5,E Major,4,3/11/2025,05TOt5Vz4StdjMpEdFPlvB,XL Recordings,12B,GBBKS1500223,1
159,Cumbersome,Seven Mary Three,63,81,"post-grunge, grunge","Rock, Metal",American Standard,9/5/1995,3:56,54,79,1,0,34,0,20,-6,B Major,4,3/11/2025,6u1yKoh00WaoSpNp46RzKF,Rhino Atlantic,1B,USAT20901831,1
160,Limerence,Yves Tumor,64,182,,,Mono No Aware,3/17/2017,5:29,33,32,89,21,72,0,10,-17,G#/A♭ Major,3,3/11/2025,2wiV5iKq5F5A0KUee4OrlK,PAN,4B,DEX261601435,1
161,Last Friday Night (T.G.I.F.),Katy Perry,76,126,pop,Pop,Teenage Dream,1/1/2010,3:50,65,81,0,0,73,0,60,-4,D#/E♭ Minor,4,3/11/2025,3avYqdwHKEq8beXbeWCKqJ,Capitol Records,2A,USCA21001264,1
162,Golden,Milky Chance,49,104,,,Living In A Haze,6/9/2023,3:01,82,65,19,0,76,0,10,-6,C♯/D♭ Minor,4,3/11/2025,4UbkeLDLCt00fSVzmopgkg,Muggelig Records GmbH,12A,DEVP22300002,1
163,Let Me Move You - From the Netflix film  Work It ,Sabrina Carpenter,57,115,,,Let Me Move You (From the Netflix film Work It),7/24/2020,2:27,62,63,1,2,77,0,0,-7,E Minor,4,3/11/2025,0roOLcll6SSTYZwsQFmXqP,Hollywood Records,9A,USHR12040322,1
164,Jenny Jenkins,Mt. Joy,62,128,,,Mt. Joy,3/2/2018,3:19,73,41,25,0,18,0,10,-9,G#/A♭ Major,4,3/11/2025,3NU3GuVZPOmkbTAk006znp,Dualtone Music Group,4B,USDMG1885210,1
165,Futile Devices (Doveman Remix),Sufjan Stevens,60,140,"chamber pop, baroque pop",Pop,Call Me by Your Name (Original Motion Picture Soundtrack),11/3/2017,2:15,46,19,95,85,25,0,10,-20,E Major,4,3/11/2025,5iR8v6fTc33LDo2t4w3342,Madison Gate Records,12B,US64G1737301,1
166,I'm In Love With You,The 1975,67,119,,,Being Funny In A Foreign Language,10/14/2022,4:22,67,90,17,0,91,0,20,-4,D Major,4,3/11/2025,12g9IeQzX7xECLNxz8dpb5,Dirty Hit,10B,GBK3W2202317,1
167,Sophie,Small Black,30,115,"chillwave, dream pop","Rock, Pop",Limits of Desire,5/14/2013,4:36,57,67,4,0,45,0,20,-6,G Major,4,3/11/2025,4OBxPJeWg2grohiXJ5eb0B,Jagjaguwar,9B,US38Y1320804,1
168,My All,Polo G,53,156,,,My All,12/9/2022,3:17,49,61,4,0,37,40,10,-7,C♯/D♭ Major,4,3/11/2025,2UQ2oUbHiB8wWYCE42JX0k,Columbia,3B,USSM12206963,1
169,Runnin,"21 Savage,Metro Boomin",79,143,,,SAVAGE MODE II,10/2/2020,3:15,82,63,1,10,42,20,10,-5,A#/B♭ Minor,4,3/11/2025,5SWnsxjhdcEDc7LJjq9UHk,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",3A,USSM12005346,1
170,Flooded The Face,Lil Uzi Vert,66,132,melodic rap,Hip Hop,Pink Tape,6/30/2023,3:12,64,61,49,0,39,30,10,-8,C♯/D♭ Minor,4,3/11/2025,4daEMLSZCgZ2Mt7gNm2SRa,Generation Now/Atlantic,12A,USAT22306846,1
171,All Your'n,Tyler Childers,77,78,"country, red dirt, alt country, texas country, bluegrass",Country,Country Squire,8/2/2019,3:38,59,55,41,0,84,0,10,-7,B Major,4,3/11/2025,0fCwTrRNfoNk962ati8n2K,Hickman Holler Records/RCA Records,1B,USRC11901124,1
172,Let Me Go,"Cartier God,Bladee",45,80,"cloud rap, hyperpop","Hip Hop, Pop",Let Me Go,8/23/2019,2:38,60,54,0,22,20,0,70,-10,A#/B♭ Minor,4,3/11/2025,7tlu2KkAfOaCZMpDEQ8Npy,Ocean GANG,3A,QZHN31907115,1
173,MIA (feat. Drake),"Bad Bunny,Drake",66,97,"reggaeton, trap latino, latin, urbano latino, rap, hip hop","Hip Hop, Latin",MIA (feat. Drake),10/11/2018,3:30,82,54,1,0,16,0,10,-6,F#/G♭ Minor,4,3/11/2025,3Ueq2zboxwAbsvHrOjdEqz,OVO Sound,11A,USWB11802236,1
174,Fast Car,Luke Combs,82,98,country,Country,Gettin' Old,3/24/2023,4:25,71,60,19,0,67,0,10,-6,G#/A♭ Major,4,3/11/2025,1Lo0QY9cvc8sUB2vnIOxDT,River House Artists/Columbia Nashville,4B,US6XF2200436,1
175,麻醉师,胡睿,31,130,"gufeng, c-pop",Pop,麻醉师,6/27/2019,4:00,75,47,9,0,28,0,10,-8,G Minor,4,3/11/2025,6qM1mJeVoHYGcoiWAJhFrd,胡睿,6A,HKG732269181,1
176,All Along the Watchtower,Bob Dylan,32,129,"folk rock, folk, singer-songwriter, roots rock, country rock","Rock, Folk/Acoustic",The Essential Bob Dylan,3/25/2014,2:31,59,42,46,0,68,0,0,-12,C♯/D♭ Minor,4,3/11/2025,5qimtvhKqwoYOcUWifL7jr,Columbia,12A,USSM19922549,1
177,The Thrill,"Wiz Khalifa,Empire Of The Sun",78,127,"rap, ",Hip Hop,The Thrill (feat. Empire of the Sun),11/11/2020,3:54,82,78,28,0,81,10,10,-5,A#/B♭ Minor,4,3/11/2025,56oGoEjA9eTZYgsttEFKY3,Rostrum Records,3A,USA2P2033760,1
178,Femininomenon,Chappell Roan,81,125,,,The Rise and Fall of a Midwest Princess,9/22/2023,3:39,61,76,14,0,24,0,10,-5,C Minor,4,3/11/2025,53IRnAWx13PYmoVYtemUBS,Chappell Roan PS/ Island,5A,USUG12302738,1
179,Country Girl (Shake It For Me),Luke Bryan,75,106,"country, acoustic country",Country,Tailgates & Tanlines,1/1/2011,3:45,64,90,3,0,67,0,0,-5,D Major,4,3/11/2025,0JbSghVDghtFEurrSO8JrC,Capitol Nashville,10B,USCN11100078,1
180,Grand & Stately,Chloe Frances,34,100,,,The Bell Box,12/6/2019,1:51,65,19,1,7,81,0,10,-14,C Major,4,3/11/2025,4Iuokgqhv86n75PrVQKnbo,Chloe Frances,8B,GBSMU7280997,1
181,I Am (feat. Flo Milli),"Baby Tate,Flo Milli",50,144,,,After The Rain: Deluxe,5/21/2021,3:01,93,84,11,0,93,10,0,-4,C♯/D♭ Major,4,3/11/2025,74SN9LSBx4lvifK18ZiFJj,Baby Tate,3B,QZ5FA2050544,1
182,Stick Season,Noah Kahan,86,118,,,Stick Season,10/14/2022,3:02,66,50,80,0,80,0,10,-7,A Major,4,3/11/2025,0mflMxspEfB0VbI1kyLiAv,Mercury Records/Republic Records,11B,USUM72212470,1
183,Gulaab,Mitraz,55,104,"indian indie, hindi indie, desi pop, desi, hindi pop","Hip Hop, Pop, Rock",Zehen,11/18/2022,2:49,84,47,38,0,56,0,0,-9,G Minor,4,3/11/2025,5RAZtbW6hkkVG4cMGPO6f2,Mitraz Records,6A,QZTAT2216982,1
184,Genesis,Grimes,68,166,art pop,Pop,Visions,2/21/2012,4:15,61,68,8,7,23,0,20,-7,A#/B♭ Minor,4,3/11/2025,3cjvqsvvU80g7WJPMVh8iq,4AD,3A,CA21O1200002,1
185,Adaptation,The Weeknd,52,115,,,Kiss Land,9/10/2013,4:43,64,79,16,0,62,0,30,-7,B Minor,4,3/11/2025,4pHQ9RYFhn3W0ha5KEuMnj,CP Records,10A,USUM71310343,1
186,Dirt On My Boots,Jon Pardi,74,90,"country, acoustic country",Country,California Sunrise,5/13/2016,3:21,68,80,11,0,53,0,20,-4,B Major,4,3/11/2025,7f08qp3HROTkfrtNpiYGGo,Capitol Records Nashville,1B,USUM71601619,1
187,Still Not a Player (feat. Joe) - Radio Version,"Big Pun,Joe",72,94,"east coast hip hop, hardcore hip hop, r&b, quiet storm, smooth r&b","Hip Hop, R&B, R&b",Capital Punishment,4/28/1998,3:56,90,62,20,0,87,30,0,-7,E Minor,4,3/11/2025,3GKL13lkM5nRc4zC1lIOrR,LOUD Records,9A,USLR59900109,1
188,Hope That’s True,Morgan Wallen,58,150,country,Country,One Thing At A Time,3/3/2023,3:06,59,85,14,0,82,0,0,-5,F Major,4,3/11/2025,2Ej3iV0nulryy9S3UQvjSx,Big Loud Records / Mercury Records / Republic Records,7B,USUG12300810,1
189,My Presidents Are Black,Stormzy,40,117,"grime, uk drill","Electronic, Pop",This Is What I Mean,11/25/2022,4:21,61,72,54,0,66,30,20,-6,A#/B♭ Major,5,3/11/2025,0qmrfZSMmwDIygen2CiiEh,0207 Def Jam,6B,GBUM72204537,1
190,Glue Song,beabadoobee,82,114,bedroom pop,Pop,Glue Song,2/14/2023,2:15,62,41,77,5,58,0,10,-10,C♯/D♭ Major,3,3/11/2025,3iBgrkexCzVuPy4O9vx7Mf,Dirty Hit,3B,GBK3W2302568,1
191,Killing In The Name,Rage Against The Machine,80,89,"rap metal, rap rock, alternative metal, nu metal","Metal, Rock",Rage Against The Machine - XX (20th Anniversary Special Edition),1992-00-00,5:13,47,83,3,0,66,30,0,-4,G Major,4,3/11/2025,59WN2psjkt1tyaxjspN8fp,Epic/Legacy,9B,USSM11205433,1
192,Faded,Alan Walker,70,90,,,Faded,12/4/2015,3:32,59,65,3,0,17,0,10,-5,F#/G♭ Major,4,3/11/2025,7gHs73wELdeycvS48JfIos,Kreatell Music,2B,NOG841549010,1
193,MONEY,LISA,72,140,k-pop,Pop,LALISA,9/10/2021,2:48,83,55,16,0,40,20,10,-10,C♯/D♭ Minor,4,3/11/2025,7hU3IHwjX150XLoTVmjD0q,YG Entertainment/Interscope Records,12A,KRA402100099,1
194,Runaway Baby,Bruno Mars,70,164,,,Doo-Wops & Hooligans,5/11/2010,2:28,66,76,26,0,82,0,10,-3,A#/B♭ Minor,4,3/11/2025,5MMLS3xm12D7N26xlfFApr,Atlantic Records,3A,USAT21001885,1
195,It's Been Awhile,Staind,72,117,"post-grunge, nu metal, alternative metal",Metal,Break the Cycle,8/20/2001,4:24,51,77,0,0,8,0,10,-4,F#/G♭ Major,4,3/11/2025,25CMmGsl22APKhfuj4Tp7j,Atlantic Records/ATG,2B,USEE10100288,1
196,Used To,"Sandro Cavazza,Lou Elliotte",40,102,,,Used To,11/9/2018,2:54,66,45,28,0,39,0,0,-8,A#/B♭ Major,4,3/11/2025,24qOlCdUSSU6ungmY6fZmi,Universal Music AB,6B,SEUM71800612,1
197,Drink In My Hand,Eric Church,71,113,"country, acoustic country",Country,Chief,1/1/2011,3:11,63,91,1,0,95,0,20,-4,C Major,4,3/11/2025,1cktZnxiONH0hR6Q3DKy8h,EMI Records Nashville,8B,USCN11100111,1
198,The Climb,Miley Cyrus,66,161,,,Hannah Montana The Movie,1/1/2009,3:56,33,59,8,0,33,0,10,-7,E Major,4,3/11/2025,0V8FYVlBFuXXTIvRnMbZyS,Walt Disney Records,12B,USWD10935758,1
199,Nice For What,Drake,76,93,"rap, hip hop",Hip Hop,Scorpion,6/29/2018,3:30,59,91,9,0,76,0,10,-6,G#/A♭ Major,4,3/11/2025,3CA9pLiwRIGtUBiMjbZmRw,Cash Money/Drake LP6,4B,USCM51800077,1
200,Kyoto,Phoebe Bridgers,64,131,,,Punisher,6/18/2020,3:04,60,75,5,30,49,0,0,-7,B Major,4,3/11/2025,4vjvx7Zxkb4AltGcZ0BBvI,Dead Oceans,1B,USJ5G2020003,1
201,Melody,Sigala,59,123,,,Melody,1/21/2022,2:47,63,91,2,0,53,0,10,-3,A#/B♭ Minor,4,3/11/2025,6Owc2SuzwO3LW1SAODYK3l,Ministry of Sound Recordings,3A,GBCEN2100229,1
202,Fill In The Blank,Car Seat Headrest,55,163,"midwest emo, indie rock",Rock,Teens Of Denial,5/20/2016,4:04,34,83,1,0,50,0,0,-7,A Major,4,3/11/2025,0SVvyfRMFMRJzc0L2odX20,Matador,11B,USMTD1607727,1
203,TUS GAFITAS,KAROL G,65,122,"reggaeton, latin, urbano latino",Latin,MAÑANA SERÁ BONITO,2/24/2023,2:47,82,69,32,0,59,0,10,-6,G#/A♭ Minor,4,3/11/2025,3gOI5aQD4mOMLsP3aWrkon,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,1A,USUM72222549,1
